order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit,category,subcategory,product_name,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,region
CA-2019-121755,EH-13945,90049,OFF-BI-10001634,11.648,2,0.2,4.2224,Office Supplies,Binders,Wilson Jones Active Use Binders,1/16/2019,1/20/2019,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,West
CA-2019-121755,EH-13945,90049,TEC-AC-10003027,90.57,3,0,11.7741,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,1/16/2019,1/20/2019,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,West
US-2018-150630,TB-21520,19140,FUR-BO-10004834,3083.43,7,0.5,-1665.0522,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,OFF-BI-10000474,9.618,2,0.7,-7.0532,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,FUR-FU-10004848,124.2,3,0.2,15.525,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,OFF-EN-10001509,3.264,2,0.2,1.1016,Office Supplies,Envelopes,Poly String Tie Envelopes,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,OFF-AR-10004042,86.304,6,0.2,9.7092,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,OFF-BI-10001525,6.858,6,0.7,-5.715,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
US-2018-150630,TB-21520,19140,OFF-AR-10001683,15.76,2,0.2,3.546,Office Supplies,Art,Lumber Crayons,9/17/2018,9/21/2018,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East
CA-2020-107727,MA-17560,77095,OFF-PA-10000249,29.472,3,0.2,9.9468,Office Supplies,Paper,Easy-staple paper,10/19/2020,10/23/2020,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,Central
CA-2019-117590,GH-14485,75080,TEC-PH-10004977,1097.544,7,0.2,123.4737,Technology,Phones,GE 30524EE4,12/8/2019,12/10/2019,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central
CA-2019-117590,GH-14485,75080,FUR-FU-10003664,190.92,5,0.6,-147.963,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",12/8/2019,12/10/2019,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central
CA-2018-117415,SN-20710,77041,OFF-EN-10002986,113.328,9,0.2,35.415,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central
CA-2018-117415,SN-20710,77041,FUR-BO-10002545,532.3992,3,0.32,-46.9764,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central
CA-2018-117415,SN-20710,77041,FUR-CH-10004218,212.058,3,0.3,-15.147,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central
CA-2018-117415,SN-20710,77041,TEC-PH-10000486,371.168,4,0.2,41.7564,Technology,Phones,Plantronics HL10 Handset Lifter,12/27/2018,12/31/2018,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central
CA-2020-120999,LC-16930,60540,TEC-PH-10004093,147.168,4,0.2,16.5564,Technology,Phones,Panasonic Kx-TS550,9/10/2020,9/15/2020,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,Central
CA-2019-101343,RA-19885,90049,OFF-ST-10003479,77.88,2,0,3.894,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",7/17/2019,7/22/2019,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,West
CA-2020-139619,ES-14080,32935,OFF-ST-10003282,95.616,2,0.2,9.5616,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",9/19/2020,9/23/2020,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,South
CA-2019-118255,ON-18715,55122,TEC-AC-10000171,45.98,2,0,19.7714,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",3/11/2019,3/13/2019,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central
CA-2019-118255,ON-18715,55122,OFF-BI-10003291,17.46,2,0,8.2062,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3/11/2019,3/13/2019,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central
CA-2017-146703,PO-18865,48185,OFF-ST-10001713,211.96,4,0,8.4784,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",10/20/2017,10/25/2017,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central
CA-2019-169194,LH-16900,19901,TEC-AC-10002167,45,3,0,4.95,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,6/20/2019,6/25/2019,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East
CA-2019-169194,LH-16900,19901,TEC-PH-10003988,21.8,2,0,6.104,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",6/20/2019,6/25/2019,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East
CA-2018-115742,DP-13000,47150,OFF-BI-10004410,38.22,6,0,17.9634,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central
CA-2018-115742,DP-13000,47150,OFF-LA-10002762,75.18,6,0,35.3346,Office Supplies,Labels,Avery 485,4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central
CA-2018-115742,DP-13000,47150,FUR-FU-10001706,6.16,2,0,2.9568,Furniture,Furnishings,Longer-Life Soft White Bulbs,4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central
CA-2018-115742,DP-13000,47150,FUR-CH-10003061,89.99,1,0,17.0981,Furniture,Chairs,"Global Leather Task Chair, Black",4/18/2018,4/22/2018,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central
CA-2019-105816,JM-15265,10024,OFF-FA-10000304,15.26,7,0,6.2566,Office Supplies,Fasteners,Advantus Push Pins,12/11/2019,12/17/2019,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East
CA-2019-105816,JM-15265,10024,TEC-PH-10002447,1029.95,5,0,298.6855,Technology,Phones,AT&T CL83451 4-Handset Telephone,12/11/2019,12/17/2019,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East
CA-2019-111682,TB-21055,12180,OFF-ST-10000604,208.56,6,0,52.14,Office Supplies,Storage,Home/Office Personal File Carts,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,OFF-PA-10001569,32.4,5,0,15.552,Office Supplies,Paper,Xerox 232,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,FUR-CH-10003968,319.41,5,0.1,7.098,Furniture,Chairs,Novimex Turbo Task Chair,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,OFF-PA-10000587,14.56,2,0,6.9888,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,TEC-AC-10002167,30,2,0,3.3,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,OFF-BI-10001460,48.48,4,0.2,16.362,Office Supplies,Binders,Plastic Binding Combs,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2019-111682,TB-21055,12180,OFF-AR-10001868,1.68,1,0,0.84,Office Supplies,Art,Prang Dustless Chalk Sticks,6/17/2019,6/18/2019,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East
CA-2018-135545,KM-16720,90004,TEC-AC-10004633,13.98,2,0,6.1512,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West
CA-2018-135545,KM-16720,90004,OFF-BI-10001078,25.824,6,0.2,9.3612,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West
CA-2018-135545,KM-16720,90004,OFF-PA-10003892,146.73,3,0,68.9631,Office Supplies,Paper,Xerox 1943,11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West
CA-2018-135545,KM-16720,90004,FUR-FU-10000397,79.76,4,0,22.3328,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,11/24/2018,11/30/2018,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West
US-2018-164175,PS-18970,60610,FUR-CH-10001146,213.115,5,0.3,-15.2225,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",4/30/2018,5/5/2018,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central
CA-2017-106376,BS-11590,85234,OFF-AR-10002671,1113.024,8,0.2,111.3024,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",12/5/2017,12/10/2017,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West
CA-2017-106376,BS-11590,85234,TEC-PH-10002726,167.968,4,0.2,62.988,Technology,Phones,netTALK DUO VoIP Telephone Service,12/5/2017,12/10/2017,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West
CA-2019-119823,KD-16270,22153,OFF-PA-10000482,75.88,2,0,35.6636,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",6/4/2019,6/6/2019,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,South
CA-2019-106075,HM-14980,10009,OFF-BI-10004654,4.616,1,0.2,1.731,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,9/18/2019,9/23/2019,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,East
CA-2020-114440,TB-21520,49201,OFF-PA-10004675,19.05,3,0,8.763,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",9/14/2020,9/17/2020,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,Central
US-2018-134026,JE-15745,38109,FUR-CH-10000513,831.936,8,0.2,-114.3912,Furniture,Chairs,High-Back Leather Manager's Chair,4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South
US-2018-134026,JE-15745,38109,FUR-FU-10003708,97.04,2,0.2,1.213,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South
US-2018-134026,JE-15745,38109,OFF-ST-10004123,72.784,1,0.2,-18.196,Office Supplies,Storage,Safco Industrial Wire Shelving System,4/26/2018,5/2/2018,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South
US-2020-118038,KB-16600,77041,OFF-BI-10004182,1.248,3,0.8,-1.9344,Office Supplies,Binders,Economy Binders,12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central
US-2020-118038,KB-16600,77041,FUR-FU-10000260,9.708,3,0.6,-5.8248,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central
US-2020-118038,KB-16600,77041,OFF-ST-10000615,27.24,3,0.2,2.724,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",12/9/2020,12/11/2020,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central
US-2017-147606,JE-15745,77070,FUR-FU-10003194,19.3,5,0.6,-14.475,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",11/26/2017,12/1/2017,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central
CA-2019-127208,SC-20770,35601,OFF-AP-10002118,208.16,1,0,56.2032,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",6/12/2019,6/15/2019,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South
CA-2019-127208,SC-20770,35601,OFF-BI-10002309,16.74,3,0,8.0352,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,6/12/2019,6/15/2019,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South
CA-2017-139451,DN-13690,94122,OFF-AR-10002053,14.9,5,0,4.172,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",10/12/2017,10/16/2017,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West
CA-2017-139451,DN-13690,94122,OFF-ST-10002370,21.39,1,0,6.2031,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",10/12/2017,10/16/2017,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West
CA-2018-149734,JC-16105,27707,OFF-EN-10000927,200.984,7,0.2,62.8075,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,9/3/2018,9/8/2018,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,South
US-2020-119662,CS-12400,60623,OFF-ST-10003656,230.376,3,0.2,-48.9549,Office Supplies,Storage,Safco Industrial Wire Shelving,11/13/2020,11/16/2020,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,Central
CA-2020-140088,PO-18865,29203,FUR-CH-10000863,301.96,2,0,33.2156,Furniture,Chairs,Novimex Swivel Fabric Task Chair,5/28/2020,5/30/2020,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South
CA-2020-155558,PG-18895,55901,TEC-AC-10001998,19.99,1,0,6.7966,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,10/26/2020,11/2/2020,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central
CA-2020-155558,PG-18895,55901,OFF-LA-10000134,6.16,2,0,2.9568,Office Supplies,Labels,Avery 511,10/26/2020,11/2/2020,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central
CA-2019-159695,GM-14455,77095,OFF-ST-10003442,158.368,7,0.2,13.8572,Office Supplies,Storage,Eldon Portable Mobile Manager,4/5/2019,4/10/2019,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,Central
CA-2019-109806,JS-15685,90036,OFF-AR-10004930,20.1,3,0,6.633,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West
CA-2019-109806,JS-15685,90036,TEC-PH-10004093,73.584,2,0.2,8.2782,Technology,Phones,Panasonic Kx-TS550,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West
CA-2019-109806,JS-15685,90036,OFF-PA-10000304,6.48,1,0,3.1104,Office Supplies,Paper,Xerox 1995,9/17/2019,9/22/2019,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West
CA-2018-149587,KB-16315,55407,OFF-PA-10003177,12.96,2,0,6.2208,Office Supplies,Paper,Xerox 1999,1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central
CA-2018-149587,KB-16315,55407,FUR-FU-10003799,53.34,3,0,16.5354,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central
CA-2018-149587,KB-16315,55407,OFF-BI-10002852,32.96,2,0,16.1504,Office Supplies,Binders,Ibico Standard Transparent Covers,1/31/2018,2/5/2018,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central
US-2020-109484,RB-19705,97206,OFF-BI-10004738,5.682,1,0.7,-3.788,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11/6/2020,11/12/2020,Standard Class,Roger Barcio,Home Office,United States,Portland,Oregon,West
CA-2020-161018,PN-18775,10009,FUR-FU-10000629,96.53,7,0,40.5426,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11/9/2020,11/11/2020,Second Class,Parhena Norris,Home Office,United States,New York City,New York,East
CA-2020-157833,KD-16345,94122,OFF-BI-10001721,51.312,3,0.2,17.9592,Office Supplies,Binders,Trimflex Flexible Post Binders,6/17/2020,6/20/2020,First Class,Katherine Ducich,Consumer,United States,San Francisco,California,West
CA-2019-149223,ER-13855,55106,OFF-AP-10000358,77.88,6,0,22.5852,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,9/6/2019,9/11/2019,Standard Class,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central
CA-2019-158568,RB-19465,60610,OFF-PA-10003256,64.624,7,0.2,22.6184,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central
CA-2019-158568,RB-19465,60610,TEC-AC-10001767,95.976,3,0.2,-10.7973,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central
CA-2019-158568,RB-19465,60610,OFF-BI-10002609,1.788,3,0.8,-3.0396,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,8/29/2019,9/2/2019,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central
CA-2019-129903,GZ-14470,55901,OFF-PA-10004040,23.92,4,0,11.7208,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),12/1/2019,12/4/2019,Second Class,Gary Zandusky,Consumer,United States,Rochester,Minnesota,Central
US-2018-156867,LC-16870,80013,TEC-AC-10001552,238.896,6,0.2,-26.8758,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West
US-2018-156867,LC-16870,80013,FUR-FU-10004006,102.36,3,0.2,-3.8385,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West
US-2018-156867,LC-16870,80013,OFF-BI-10002794,36.882,3,0.7,-25.8174,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",11/13/2018,11/17/2018,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West
CA-2020-119004,JM-15250,28205,TEC-AC-10003499,74.112,8,0.2,17.6016,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,11/23/2020,11/28/2020,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South
CA-2020-119004,JM-15250,28205,TEC-PH-10002844,27.992,1,0.2,2.0994,Technology,Phones,Speck Products Candyshell Flip Case,11/23/2020,11/28/2020,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South
CA-2020-119004,JM-15250,28205,OFF-AR-10000390,3.304,1,0.2,1.0738,Office Supplies,Art,Newell Chalk Holder,11/23/2020,11/28/2020,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South
CA-2018-129476,PA-19060,60462,TEC-AC-10000844,339.96,5,0.2,67.992,Technology,Accessories,Logitech Gaming G510s - Keyboard,10/15/2018,10/20/2018,Standard Class,Pete Armstrong,Home Office,United States,Orland Park,Illinois,Central
